label,counter,user_id,user_name_len,full_name_len,intro_len,external_url,is_joined_recently,is_private,is_verified,is_business_account,highlight_reel_count,following_count,followed_count,post_count,avg_comment,avg_like,avg_post_len,avg_#,avg_@,var_comment,var_like,var_post_len,var_#,var_@
1,62,2461764036,10,18,112,1,0,0,0,1,6,298,3598,499,0.37037037,18.21296296,636.4907407,25.43518519,1.314814815,0.627898927,167.6831949,47770.75692,45.18267567,1.413984078
1,63,21742489529,12,9,0,0,0,0,0,0,0,16,32,0,0,0,0,0,0,0,0,0,0,0
1,64,2953137747,13,15,116,1,0,0,0,1,4,5919,3725,736,3.055555556,65.67592593,928.6018519,27.47222222,1.055555556,121.9221184,780.1089477,97153.75588,8.793613707,0.165109034
1,65,4877809310,13,10,81,1,0,0,0,1,5,30,19422,465,4.787037037,302.9907407,343.0462963,9.333333333,0.342592593,170.1878678,79201.2429,53571.10999,11.21495327,0.601159571
1,66,1227304291,11,17,143,1,0,0,0,0,0,264,110163,2759,4.277777778,1796.712963,76.37962963,1.425925926,0,14.87538941,856681.0664,2600.79846,7.461751471,0
1,67,4694397003,14,10,135,1,0,0,0,0,5,224,272,99,1.484848485,29.47474747,332.5151515,5.818181818,0.02020202,7.435992579,353.5580293,12930.04824,23.9257885,0.019995877
1,68,6703465378,13,29,142,1,0,0,1,1,7,77,247155,536,15.36111111,2484.546296,707.2962963,1.148148148,1.037037037,274.4758567,1840599.465,112271.9488,13.71616476,0.166839737
1,69,33918179169,11,14,86,1,0,0,0,0,6,97,24700,176,5.694444444,625.4444444,280.5277778,12.67592593,1.490740741,38.41978193,135398.2866,14880.81231,79.19305988,3.336362063
1,70,8057189698,14,14,134,1,0,0,0,1,0,71,1030,100,2.04,61.56,161.49,6.5,0.23,8.907474747,959.6832323,4148.474646,7.262626263,0.27989899
1,71,4248057283,9,7,89,0,0,0,0,0,0,449,28994,2139,43.37037037,1324.092593,420.537037,16.73148148,0.148148148,874.852198,561893.2063,13904.47525,14.1795604,0.22083766
1,72,3587345736,10,25,29,1,0,0,0,0,1,98,21841,327,7.398148148,427.3333333,423.3611111,24.9537037,0.62037037,69.19513673,79287.1028,19198.66277,29.01652821,0.462011076
1,73,1526236078,13,16,116,1,0,0,0,1,0,301,1130,753,4.398148148,94.12962963,294.0833333,7.935185185,0.222222222,21.30728626,664.3568709,37043.25467,15.48174109,0.398753894
