label,counter,user_id,user_name_len,full_name_len,intro_len,external_url,is_joined_recently,is_private,is_verified,is_business_account,highlight_reel_count,following_count,followed_count,post_count,avg_comment,avg_like,avg_post_len,avg_#,avg_@,var_comment,var_like,var_post_len,var_#,var_@
0,674,-2147483648,9,1,61,0,0,0,0,0,0,511,42,4,0,0,4,0,0,0,0,90,0,0
0,675,-2147483648,11,2,17,0,0,1,0,0,0,74,16,5,0,0,0,0,0,0,0,0,0,0
0,676,-2147483648,9,6,38,0,0,1,0,0,0,345,86,2,0,0,0,0,0,0,0,0,0,0
0,677,-2147483648,15,3,19,0,0,1,0,0,0,516,101,4,0,0,0,0,0,0,0,0,0,0
0,678,-2147483648,14,2,23,0,0,1,0,0,0,71,13,2,0,0,0,0,0,0,0,0,0,0
0,679,-2147483648,13,9,9,0,0,1,0,0,0,75,3,2,0,0,0,0,0,0,0,0,0,0
0,680,-2147483648,11,8,72,0,0,0,0,0,0,494,23,5,0,0,0,0,0,0,1,0,0,0
0,681,-2147483648,9,2,16,0,0,1,0,0,0,235,13,4,0,0,0,0,0,0,0,0,0,0
0,682,-2147483648,8,13,20,0,0,1,0,0,0,352,86,3,0,0,0,0,0,0,0,0,0,0
0,683,-2147483648,17,9,13,0,0,1,0,0,0,288,30,5,0,0,0,0,0,0,0,0,0,0
0,684,-2147483648,13,9,13,0,0,1,0,0,0,229,14,4,0,0,0,0,0,0,0,0,0,0
0,685,-2147483648,11,8,72,0,0,1,0,0,0,63,17,4,0,0,0,0,0,0,0,0,0,0
0,686,-2147483648,12,2,6,0,0,1,0,0,0,539,97,5,0,0,0,0,0,0,0,0,0,0
0,687,-2147483648,15,14,12,0,0,1,0,0,0,62,13,5,0,0,0,0,0,0,0,0,0,0
0,688,-2147483648,10,8,44,0,0,0,0,0,0,585,21,5,0,1,0,0,0,0,1,0,0,0
0,689,-2147483648,11,2,34,0,0,1,0,0,0,534,111,1,0,0,0,0,0,0,0,0,0,0
0,690,-2147483648,9,2,22,0,0,1,0,0,0,484,62,4,0,0,0,0,0,0,0,0,0,0
0,691,-2147483648,18,3,63,0,0,1,0,0,0,286,35,4,0,0,0,0,0,0,0,0,0,0
0,692,-2147483648,15,13,63,0,0,1,0,0,0,557,107,5,0,0,0,0,0,0,0,0,0,0
0,693,-2147483648,10,7,2,0,0,0,0,0,0,437,24,4,0,0,14,0,0,0,0,870,0,0
0,694,-2147483648,8,1,37,0,0,1,0,0,0,314,14,5,0,0,0,0,0,0,0,0,0,0
0,695,-2147483648,12,3,1,0,0,0,0,0,0,508,19,5,0,0,11,0,0,0,0,380,0,0
0,696,-2147483648,8,2,50,0,0,1,0,0,0,551,105,5,0,0,0,0,0,0,0,0,0,0
0,697,-2147483648,9,5,27,0,0,0,0,0,0,509,25,5,0,0,0,0,0,0,1,0,0,0
0,698,-2147483648,10,2,11,0,0,1,0,0,0,87,37,4,0,0,0,0,0,0,0,0,0,0
0,699,-2147483648,18,10,32,0,0,1,0,0,0,215,45,5,0,0,0,0,0,0,0,0,0,0
0,700,-2147483648,11,1,0,0,0,1,0,0,0,598,67,5,0,0,0,0,0,0,0,0,0,0
0,701,-2147483648,9,11,29,0,0,0,0,0,0,527,34,4,0,1,0,0,0,0,1,0,0,0
0,702,-2147483648,14,11,7,0,0,1,0,0,0,349,83,4,0,0,0,0,0,0,0,0,0,0
0,703,-2147483648,14,2,11,0,0,1,0,0,0,91,31,4,0,0,0,0,0,0,0,0,0,0
0,704,-2147483648,11,14,20,0,0,1,0,0,0,583,107,4,0,0,0,0,0,0,0,0,0,0
0,705,-2147483648,11,9,35,0,0,1,0,0,0,527,63,5,0,0,0,0,0,0,0,0,0,0
0,706,-2147483648,18,13,73,0,0,1,0,0,0,504,114,4,0,0,0,0,0,0,0,0,0,0
0,707,-2147483648,8,8,2,0,0,1,0,0,0,563,97,6,0,0,0,0,0,0,0,0,0,0
0,708,-2147483648,12,7,58,0,0,1,0,0,0,323,62,4,0,0,0,0,0,0,0,0,0,0
0,709,-2147483648,7,7,19,0,0,1,0,0,0,220,15,5,0,0,0,0,0,0,0,0,0,0
0,710,-2147483648,9,3,47,0,0,0,0,0,0,562,19,4,0,2,204,0,0,0,2,41232,0,0
0,711,-2147483648,8,3,33,0,0,1,0,0,0,73,11,4,0,0,0,0,0,0,0,0,0,0
0,712,-2147483648,14,13,16,0,0,1,0,0,0,72,14,4,0,0,0,0,0,0,0,0,0,0
0,713,-2147483648,7,9,35,0,0,0,0,0,0,531,23,5,0,0,41,0,0,0,0,143,0,0
0,714,-2147483648,16,7,49,0,0,1,0,0,0,523,103,3,0,0,0,0,0,0,0,0,0,0
0,715,-2147483648,11,8,9,0,0,1,0,0,0,87,49,5,0,0,0,0,0,0,0,0,0,0
0,716,-2147483648,12,9,4,0,0,1,0,0,0,72,14,5,0,0,0,0,0,0,0,0,0,0
0,717,-2147483648,10,1,39,0,0,1,0,0,0,66,12,5,0,0,0,0,0,0,0,0,0,0
