user_id,user_name_len,full_name_len,intro_len,external_url,is_joined_recently,is_private,is_verified,is_business_account,highlight_reel_count,following_count,followed_count,post_count,avg_comment,avg_like,avg_post_len,avg_#,avg_@,var_comment,var_like,var_post_len,var_#,var_@,label
39846729202,11,2,3,0,0,0,0,0,0,516,35,4,0,0.5,57.75,0,0,0,0.333333333,560.25,0,0,0
45071655230,11,7,24,0,0,1,0,0,0,209,35,4,0,0,0,0,0,0,0,0,0,0,0
39394166156,8,7,71,0,0,1,0,0,0,539,27,4,0,0,0,0,0,0,0,0,0,0,0
44285566729,10,11,61,0,0,1,0,0,0,334,88,3,0,0,0,0,0,0,0,0,0,0,0
45311968648,9,9,35,0,0,1,0,0,0,199,35,4,0,0,0,0,0,0,0,0,0,0,0
44209163751,16,12,85,0,0,1,0,0,0,546,118,5,0,0,0,0,0,0,0,0,0,0,0
42570314336,10,9,23,0,0,1,0,0,0,583,62,3,0,0,0,0,0,0,0,0,0,0,0
38903582179,10,9,6,0,0,0,0,0,0,516,21,5,0,0.2,15.6,0,0,0,0.2,98.8,0,0,0
46246069719,10,2,24,0,0,1,0,0,0,94,26,4,0,0,0,0,0,0,0,0,0,0,0
43627573241,16,2,34,0,0,1,0,0,0,501,101,4,0,0,0,0,0,0,0,0,0,0,0
39061473125,12,7,105,0,0,0,0,0,0,496,33,5,0,1,5,0,0,0,0.5,125,0,0,0
43829273845,12,3,42,0,0,1,0,0,0,509,101,4,0,0,0,0,0,0,0,0,0,0,0
44171035529,12,7,11,0,0,1,0,0,0,552,110,5,0,0,0,0,0,0,0,0,0,0,0
46336802423,8,8,28,0,0,1,0,0,0,67,12,4,0,0,0,0,0,0,0,0,0,0,0
39682742876,9,10,25,0,0,1,0,0,0,344,24,4,0,0,0,0,0,0,0,0,0,0,0
39024574173,9,1,61,0,0,0,0,0,0,511,42,4,0,0.75,4.75,0,0,0,0.916666667,90.25,0,0,0
46128742848,11,2,17,0,0,1,0,0,0,74,16,5,0,0,0,0,0,0,0,0,0,0,0
44667970184,9,6,38,0,0,1,0,0,0,345,86,2,0,0,0,0,0,0,0,0,0,0,0
43629605242,15,3,19,0,0,1,0,0,0,516,101,4,0,0,0,0,0,0,0,0,0,0,0
46339945792,14,2,23,0,0,1,0,0,0,71,13,2,0,0,0,0,0,0,0,0,0,0,0
46080878316,13,9,9,0,0,1,0,0,0,75,3,2,0,0,0,0,0,0,0,0,0,0,0
39060800610,11,8,72,0,0,0,0,0,0,494,23,5,0,0.8,0,0,0,0,1.2,0,0,0,0
44845718383,9,2,16,0,0,1,0,0,0,235,13,4,0,0,0,0,0,0,0,0,0,0,0
44300981693,8,13,20,0,0,1,0,0,0,352,86,3,0,0,0,0,0,0,0,0,0,0,0
44955139735,17,9,13,0,0,1,0,0,0,288,30,5,0,0,0,0,0,0,0,0,0,0,0
44997703824,13,9,13,0,0,1,0,0,0,229,14,4,0,0,0,0,0,0,0,0,0,0,0
46124115807,11,8,72,0,0,1,0,0,0,63,17,4,0,0,0,0,0,0,0,0,0,0,0
43811365191,12,2,6,0,0,1,0,0,0,539,97,5,0,0,0,0,0,0,0,0,0,0,0
45926037922,15,14,12,0,0,1,0,0,0,62,13,5,0,0,0,0,0,0,0,0,0,0,0
39630655276,10,8,44,0,0,0,0,0,0,585,21,5,0,1,0.2,0,0,0,1,0.2,0,0,0
43624534262,11,2,34,0,0,1,0,0,0,534,111,1,0,0,0,0,0,0,0,0,0,0,0
41324408603,9,2,22,0,0,1,0,0,0,484,62,4,0,0,0,0,0,0,0,0,0,0,0
44764302252,18,3,63,0,0,1,0,0,0,286,35,4,0,0,0,0,0,0,0,0,0,0,0
44037579600,15,13,63,0,0,1,0,0,0,557,107,5,0,0,0,0,0,0,0,0,0,0,0
39621366846,10,7,2,0,0,0,0,0,0,437,24,4,0,0,14.75,0,0,0,0,870.25,0,0,0
44766379943,8,1,37,0,0,1,0,0,0,314,14,5,0,0,0,0,0,0,0,0,0,0,0
38971663140,12,3,1,0,0,0,0,0,0,508,19,5,0,0.4,11,0,0,0,0.3,380,0,0,0
44054193381,8,2,50,0,0,1,0,0,0,551,105,5,0,0,0,0,0,0,0,0,0,0,0
39456266615,9,5,27,0,0,0,0,0,0,509,25,5,0,0.8,0,0,0,0,1.7,0,0,0,0
45767066654,10,2,11,0,0,1,0,0,0,87,37,4,0,0,0,0,0,0,0,0,0,0,0
45397031951,18,10,32,0,0,1,0,0,0,215,45,5,0,0,0,0,0,0,0,0,0,0,0
42511457018,11,1,0,0,0,1,0,0,0,598,67,5,0,0,0,0,0,0,0,0,0,0,0
39451355393,9,11,29,0,0,0,0,0,0,527,34,4,0,1.5,0,0,0,0,1,0,0,0,0
44322914486,14,11,7,0,0,1,0,0,0,349,83,4,0,0,0,0,0,0,0,0,0,0,0
45572245176,14,2,11,0,0,1,0,0,0,91,31,4,0,0,0,0,0,0,0,0,0,0,0
44035379240,11,14,20,0,0,1,0,0,0,583,107,4,0,0,0,0,0,0,0,0,0,0,0
43994879461,11,9,35,0,0,1,0,0,0,527,63,5,0,0,0,0,0,0,0,0,0,0,0
43807621117,18,13,73,0,0,1,0,0,0,504,114,4,0,0,0,0,0,0,0,0,0,0,0
44049769881,8,8,2,0,0,1,0,0,0,563,97,6,0,0,0,0,0,0,0,0,0,0,0
44487571796,12,7,58,0,0,1,0,0,0,323,62,4,0,0,0,0,0,0,0,0,0,0,0
45253236382,7,7,19,0,0,1,0,0,0,220,15,5,0,0,0,0,0,0,0,0,0,0,0
39668240782,9,3,47,0,0,0,0,0,0,562,19,4,0,2.25,204,0,0,0,2.916666667,41232.66667,0,0,0
46014664182,8,3,33,0,0,1,0,0,0,73,11,4,0,0,0,0,0,0,0,0,0,0,0
46129806992,14,13,16,0,0,1,0,0,0,72,14,4,0,0,0,0,0,0,0,0,0,0,0
39620415791,7,9,35,0,0,0,0,0,0,531,23,5,0,0.6,41,0,0,0,0.8,143,0,0,0
43619230657,16,7,49,0,0,1,0,0,0,523,103,3,0,0,0,0,0,0,0,0,0,0,0
45929488232,11,8,9,0,0,1,0,0,0,87,49,5,0,0,0,0,0,0,0,0,0,0,0
45959161895,12,9,4,0,0,1,0,0,0,72,14,5,0,0,0,0,0,0,0,0,0,0,0
46152293250,10,1,39,0,0,1,0,0,0,66,12,5,0,0,0,0,0,0,0,0,0,0,0
39249818860,12,6,26,0,0,0,0,0,0,496,18,4,0,0,0,0,0,0,0,0,0,0,0
39842841686,20,12,72,0,0,0,0,0,0,495,22,5,0,1.6,79.8,0,0,0,1.3,790.2,0,0,0
39447052738,11,7,6,0,0,0,0,0,0,495,25,4,0.25,0.5,9.75,0,0,0.25,0.333333333,104.25,0,0,0
39266010891,9,11,17,0,0,0,0,0,0,557,25,4,0,0.25,12.75,0,0,0,0.25,204.25,0,0,0
40913471863,10,11,36,0,0,1,0,0,0,493,90,5,0,0,0,0,0,0,0,0,0,0,0
44175010819,9,7,13,0,0,1,0,0,0,517,88,5,0,0,0,0,0,0,0,0,0,0,0
45269547111,12,9,49,0,0,1,0,0,0,209,39,3,0,0,0,0,0,0,0,0,0,0,0
44961761522,13,9,4,0,0,1,0,0,0,304,20,4,0,0,0,0,0,0,0,0,0,0,0
44120854311,7,10,77,0,0,1,0,0,0,325,72,4,0,0,0,0,0,0,0,0,0,0,0
43822354176,15,10,9,0,0,1,0,0,0,470,107,5,0,0,0,0,0,0,0,0,0,0,0
46094278539,8,5,69,0,0,1,0,0,0,73,15,3,0,0,0,0,0,0,0,0,0,0,0
44162212860,16,11,32,0,0,1,0,0,0,530,106,4,0,0,0,0,0,0,0,0,0,0,0
44193672777,8,6,8,0,0,1,0,0,0,520,87,2,0,0,0,0,0,0,0,0,0,0,0
44066384390,16,12,85,0,0,1,0,0,0,545,107,5,0,0,0,0,0,0,0,0,0,0,0
42116228692,10,3,45,0,0,1,0,0,0,601,74,4,0,0,0,0,0,0,0,0,0,0,0
38503614934,13,7,74,0,0,0,0,0,0,510,22,4,0,0.25,8.75,0,0,0,0.25,106.25,0,0,0
43971358971,12,2,98,0,0,1,0,0,0,515,123,4,0,0,0,0,0,0,0,0,0,0,0
43986828767,8,2,11,0,0,1,0,0,0,517,108,2,0,0,0,0,0,0,0,0,0,0,0
38098294630,18,11,70,0,0,0,0,0,0,498,17,5,0,2.8,149,0,0,0,4.2,1930,0,0,0
41683118486,8,2,46,0,0,1,0,0,0,603,61,4,0,0,0,0,0,0,0,0,0,0,0
38567222890,11,2,14,0,0,1,0,0,0,494,46,3,0,0,0,0,0,0,0,0,0,0,0
38898447539,10,9,89,0,0,0,0,0,0,495,26,4,0,1,27,0,0,0,1.333333333,64.66666667,0,0,0
38727897686,9,7,1,0,0,0,0,0,0,512,20,4,0,0.25,17.25,0,0,0,0.25,272.9166667,0,0,0
45972273042,10,8,12,0,0,1,0,0,0,73,15,2,0,0,0,0,0,0,0,0,0,0,0
45076414627,8,3,6,0,0,1,0,0,0,191,35,5,0,0,0,0,0,0,0,0,0,0,0
43889145823,18,11,15,0,0,1,0,0,0,419,64,5,0,0,0,0,0,0,0,0,0,0,0
44902423976,11,8,30,0,0,1,0,0,0,325,17,5,0,0,0,0,0,0,0,0,0,0,0
43867578625,10,2,46,0,0,1,0,0,0,547,113,4,0,0,0,0,0,0,0,0,0,0,0
44509561976,8,1,6,0,0,1,0,0,0,328,78,4,0,0,0,0,0,0,0,0,0,0,0
38507742267,14,12,41,0,0,0,0,0,0,526,22,3,0,0.333333333,19.66666667,0,0,0,0.333333333,1.333333333,0,0,0
43969358599,11,2,16,0,0,1,0,0,0,468,77,5,0,0,0,0,0,0,0,0,0,0,0
41975056132,8,8,100,0,0,1,0,0,0,582,57,5,0,0,0,0,0,0,0,0,0,0,0
44194264812,13,9,0,0,0,1,0,0,0,522,67,5,0,0,0,0,0,0,0,0,0,0,0
39055538877,10,8,5,0,0,0,0,0,0,579,38,5,0,0.2,20,0,0,0,0.2,506,0,0,0
44063104064,20,10,67,0,0,1,0,0,0,537,107,4,0,0,0,0,0,0,0,0,0,0,0
44173562270,9,2,46,0,0,0,0,0,0,413,27,5,0.4,3.4,0,0,0,0.3,3.8,0,0,0,0
42053349211,9,2,32,0,0,1,0,0,0,579,66,2,0,0,0,0,0,0,0,0,0,0,0
39446797987,12,9,8,0,0,0,0,0,0,553,26,5,0,0.4,3.4,0,0,0,0.3,12.8,0,0,0
44206131346,15,4,66,0,0,1,0,0,0,513,92,3,0,0,0,0,0,0,0,0,0,0,0
40935316812,9,1,23,0,0,1,0,0,0,543,62,5,0,0,0,0,0,0,0,0,0,0,0
39858960339,11,7,29,0,0,0,0,0,0,497,15,4,0,0.25,5,0,0,0,0.25,14.66666667,0,0,0
41694534427,11,3,9,0,0,1,0,0,0,321,89,5,0,0,0,0,0,0,0,0,0,0,0
44006161785,14,10,4,0,0,1,0,0,0,532,102,4,0,0,0,0,0,0,0,0,0,0,0
39074096510,7,10,7,0,0,0,0,0,0,556,17,4,0,0.5,48.25,0,0,0,1,452.25,0,0,0
44044161932,7,1,20,0,0,1,0,0,0,550,96,3,0,0,0,0,0,0,0,0,0,0,0
43815907974,14,2,44,0,0,1,0,0,0,515,86,4,0,0,0,0,0,0,0,0,0,0,0
41727166435,16,10,36,0,0,1,0,0,0,586,89,4,0,0,0,0,0,0,0,0,0,0,0
45010567898,11,12,10,0,0,1,0,0,0,238,16,4,0,0,0,0,0,0,0,0,0,0,0
39442005605,13,9,4,0,0,0,0,0,0,483,16,5,0.2,1.6,5.2,0,0,0.2,4.3,135.2,0,0,0
39061624810,10,8,56,0,0,0,0,0,0,515,16,5,0,0,83.4,0,0,0,0,1997.3,0,0,0
43824619072,12,10,9,0,0,1,0,0,0,491,102,4,0,0,0,0,0,0,0,0,0,0,0
39240572717,9,7,58,0,0,0,0,0,0,500,21,5,0,1,9,0,0,0,2,19.5,0,0,0
